qber,photon_count,latency_ms,abort_flag,label
0.09569,982,5.93546,0,intercept_resend
0.08257,1032,6.43184,0,intercept_resend
0.02183,917,5.45008,0,normal
0.0487,757,6.66424,0,fiber_tap
0.0732,177,7.27339,0,detector_blind
0.04239,760,6.30515,0,fiber_tap
0.08497,213,8.16274,1,detector_blind
0.11,1035,5.90576,0,intercept_resend
0.0206,1003,5.28412,0,normal
0.04432,645,6.61278,0,fiber_tap
0.06347,131,9.51416,1,detector_blind
0.09638,1029,6.41675,0,intercept_resend
0.06531,56,7.52205,1,detector_blind
0.05511,805,6.94227,0,fiber_tap
0.05482,845,7.02056,0,fiber_tap
0.06133,123,8.03577,0,detector_blind
0.06386,93,8.93716,1,detector_blind
0.0522,701,6.35123,0,fiber_tap
0.08325,973,6.36061,0,intercept_resend
0.08235,950,6.29848,0,intercept_resend
0.06,841,6.67359,0,fiber_tap
0.05904,677,7.05145,0,fiber_tap
0.01474,1008,4.96022,0,normal
0.09161,952,6.65404,0,intercept_resend
0.06782,230,7.94206,1,detector_blind
0.01923,1073,5.50802,0,normal
0.0536,202,8.1971,1,detector_blind
0.06648,1068,5.20987,0,intercept_resend
0.02235,1038,5.27376,0,normal
0.03669,799,6.14205,0,fiber_tap
0.07497,1004,5.78587,0,intercept_resend
0.08085,39,7.86899,1,detector_blind
0.08605,1001,5.8589,0,intercept_resend
0.01999,968,4.94565,0,normal
0.01975,1070,5.73767,0,normal
0.04606,646,5.71366,0,fiber_tap
0.07599,164,7.76801,1,detector_blind
0.10061,1017,5.83355,0,intercept_resend
0.01474,978,5.80872,0,normal
0.07037,80,7.54078,0,detector_blind
0.08894,961,6.00307,0,intercept_resend
0.05345,581,6.44231,0,fiber_tap
0.08454,922,6.17814,0,intercept_resend
0.06404,158,7.53365,1,detector_blind
0.07478,199,8.06928,1,detector_blind
0.05826,141,7.18098,1,detector_blind
0.04566,749,7.51508,0,fiber_tap
0.0874,1022,6.20808,0,intercept_resend
0.09624,999,5.94994,0,intercept_resend
0.07215,216,7.46562,1,detector_blind
0.07725,137,7.83054,1,detector_blind
0.06681,860,7.08515,0,fiber_tap
0.0742,102,7.28187,0,detector_blind
0.10824,1060,6.2303,0,intercept_resend
0.08124,159,8.77383,0,detector_blind
0.01732,1032,5.46918,0,normal
0.05595,739,7.30647,0,fiber_tap
0.04724,879,6.53846,0,fiber_tap
0.09536,992,5.7851,0,intercept_resend
0.09046,999,5.9414,0,intercept_resend
0.08856,187,7.69826,1,detector_blind
0.06656,723,6.86217,0,fiber_tap
0.04204,725,6.99653,0,fiber_tap
0.03931,713,6.82736,0,fiber_tap
0.07825,202,8.17226,1,detector_blind
0.08548,1017,6.14093,0,intercept_resend
0.01891,1017,5.68436,0,normal
0.09225,967,5.21126,0,intercept_resend
0.05518,767,6.75234,0,fiber_tap
0.01967,960,5.53474,0,normal
0.05708,758,6.21992,0,fiber_tap
0.08743,1006,5.82884,0,intercept_resend
0.02469,988,6.07894,0,normal
0.07583,985,5.95403,0,intercept_resend
0.05347,763,6.91783,0,fiber_tap
0.05454,825,6.50014,0,fiber_tap
0.02228,979,5.89812,0,normal
0.01236,995,5.74288,0,normal
0.07393,207,7.26492,1,detector_blind
0.06581,71,7.89934,0,detector_blind
0.07941,154,7.56552,0,detector_blind
0.06851,220,7.41095,1,detector_blind
0.0202,1037,5.87774,0,normal
0.05157,776,6.84302,0,fiber_tap
0.04875,834,6.70174,0,fiber_tap
0.08845,297,7.20189,1,detector_blind
0.0147,1051,5.87693,0,normal
0.071,206,7.60762,1,detector_blind
0.06608,933,6.75489,0,fiber_tap
0.09905,1059,5.33957,0,intercept_resend
0.06723,757,6.52789,0,fiber_tap
0.08232,315,8.24182,1,detector_blind
0.0689,196,6.9582,1,detector_blind
0.0502,798,7.61355,0,fiber_tap
0.05771,812,6.8739,0,fiber_tap
0.01477,1027,5.69342,0,normal
0.06083,792,6.76771,0,fiber_tap
0.02085,1013,5.58543,0,normal
0.07676,125,7.18475,0,detector_blind
0.05788,848,6.29826,0,fiber_tap
0.01621,1054,5.16098,0,normal
0.01931,1026,5.7957,0,normal
0.02067,977,5.20256,0,normal
0.09765,937,6.14113,0,intercept_resend
0.01809,984,5.26653,0,normal
0.06011,808,6.99269,0,fiber_tap
0.05395,733,7.08068,0,fiber_tap
0.07525,148,7.94796,1,detector_blind
0.06508,790,6.34282,0,fiber_tap
0.10649,977,5.85477,0,intercept_resend
0.08468,962,5.76126,0,intercept_resend
0.11,1026,6.72472,0,intercept_resend
0.05792,786,6.60999,0,fiber_tap
0.02012,937,5.46651,0,normal
0.06628,175,6.91247,1,detector_blind
0.09669,991,5.74626,0,intercept_resend
0.05679,879,6.63856,0,fiber_tap
0.07335,859,6.98019,0,fiber_tap
0.01438,970,5.6596,0,normal
0.01946,982,5.56038,0,normal
0.03988,805,6.76262,0,fiber_tap
0.01924,1009,5.25569,0,normal
0.01697,1018,5.93792,0,normal
0.01513,1057,5.66462,0,normal
0.0851,1010,5.92138,0,intercept_resend
0.06996,198,7.88874,1,detector_blind
0.07145,1046,5.80803,0,intercept_resend
0.09914,1000,5.83145,0,intercept_resend
0.01733,998,5.28247,0,normal
0.04614,672,7.16799,0,fiber_tap
0.01516,1013,5.18899,0,normal
0.06159,824,6.96413,0,fiber_tap
0.05846,805,6.60301,0,fiber_tap
0.05614,754,7.34758,0,fiber_tap
0.09238,963,5.7168,0,intercept_resend
0.07109,164,7.58914,1,detector_blind
0.02081,973,5.24653,0,normal
0.01804,1031,5.80457,0,normal
0.09015,947,5.51197,0,intercept_resend
0.09898,1008,6.09946,0,intercept_resend
0.11,1036,6.57674,0,intercept_resend
0.05581,39,7.64615,1,detector_blind
0.02262,925,5.60306,0,normal
0.02285,976,5.27542,0,normal
0.07818,959,5.99533,0,intercept_resend
0.06764,799,6.65793,0,fiber_tap
0.0714,225,7.22694,1,detector_blind
0.06274,87,8.93975,1,detector_blind
0.06935,191,8.33015,1,detector_blind
0.11,986,5.77256,0,intercept_resend
0.05985,884,7.72913,0,fiber_tap
0.09015,1003,5.36343,0,intercept_resend
0.0816,1033,6.46022,0,intercept_resend
0.02228,1004,5.76445,0,normal
0.05774,763,7.3584,0,fiber_tap
0.05046,679,6.7502,0,fiber_tap
0.06473,774,6.9718,0,fiber_tap
0.06883,103,7.67294,1,detector_blind
0.01965,1000,5.44254,0,normal
0.05951,826,6.63461,0,fiber_tap
0.08197,248,7.29931,0,detector_blind
0.0443,796,6.00329,0,fiber_tap
0.06254,849,6.8033,0,fiber_tap
0.08602,964,6.4588,0,intercept_resend
0.08056,206,7.33693,1,detector_blind
0.07419,268,7.7135,1,detector_blind
0.09,226,7.88551,1,detector_blind
0.07764,184,8.22245,0,detector_blind
0.06202,909,7.18856,0,fiber_tap
0.0756,239,8.59289,1,detector_blind
0.10405,950,5.8099,0,intercept_resend
0.08042,22,7.56133,1,detector_blind
0.04831,866,6.73522,0,fiber_tap
0.06489,681,6.71356,0,fiber_tap
0.07895,263,7.84542,1,detector_blind
0.08594,1039,6.02319,0,intercept_resend
0.01382,1014,5.85008,0,normal
0.08922,65,7.93881,1,detector_blind
0.07782,1010,5.90822,0,intercept_resend
0.06312,756,6.26521,0,fiber_tap
0.01742,1012,5.77835,0,normal
0.0724,1007,5.98366,0,intercept_resend
0.11,988,6.03704,0,intercept_resend
0.05621,870,6.63488,0,fiber_tap
0.06982,1041,6.69674,0,intercept_resend
0.07254,243,8.50907,1,detector_blind
0.08075,235,8.35426,0,detector_blind
0.05923,922,6.79397,0,fiber_tap
0.02891,995,5.70057,0,normal
0.02156,1007,5.54172,0,normal
0.0828,980,5.83543,0,intercept_resend
0.05239,813,6.56287,0,fiber_tap
0.06276,259,8.00277,1,detector_blind
0.10694,1005,5.85066,0,intercept_resend
0.10391,1050,5.62776,0,intercept_resend
0.09271,1005,6.53804,0,intercept_resend
0.02616,1063,5.49503,0,normal
0.07195,246,7.57904,1,detector_blind
0.04509,893,6.41192,0,fiber_tap
0.06412,208,7.57427,1,detector_blind
0.07392,877,7.05586,0,fiber_tap
0.0897,991,5.67165,0,intercept_resend
0.11,990,6.00043,0,intercept_resend
0.07512,954,6.11421,0,intercept_resend
0.02386,938,5.57667,0,normal
0.01535,1017,5.73625,0,normal
0.08904,965,5.94825,0,intercept_resend
0.10962,1010,5.55595,0,intercept_resend
0.0463,873,7.34796,0,fiber_tap
0.01748,970,5.56939,0,normal
0.05174,132,7.83278,1,detector_blind
0.01713,1029,5.69061,0,normal
0.04737,891,6.27967,0,fiber_tap
0.0757,124,6.96491,1,detector_blind
0.02237,989,5.42792,0,normal
0.01702,1042,6.48283,0,normal
0.02185,989,5.77241,0,normal
0.10157,996,6.11935,0,intercept_resend
0.07642,186,8.17805,1,detector_blind
0.079,1036,5.80365,0,intercept_resend
0.11,988,5.64547,0,intercept_resend
0.08442,979,6.27119,0,intercept_resend
0.07112,960,6.02042,0,intercept_resend
0.06003,950,6.1485,0,intercept_resend
0.08,672,6.58989,0,fiber_tap
0.01507,1003,5.32137,0,normal
0.06741,891,6.99363,0,fiber_tap
0.06687,132,7.91402,1,detector_blind
0.06349,104,7.53393,1,detector_blind
0.06836,63,8.0868,1,detector_blind
0.06243,820,6.40139,0,fiber_tap
0.06956,181,7.76052,1,detector_blind
0.06336,192,7.05817,1,detector_blind
0.02574,1008,5.43168,0,normal
0.09058,977,6.13638,0,intercept_resend
0.07241,286,7.62225,1,detector_blind
0.06559,86,7.48622,1,detector_blind
0.08875,987,5.62409,0,intercept_resend
0.0901,1018,6.0351,0,intercept_resend
0.05347,124,7.1707,1,detector_blind
0.0152,1022,5.60064,0,normal
0.07017,45,7.71765,0,detector_blind
0.02363,1012,5.53004,0,normal
0.02389,999,5.42005,0,normal
0.02739,1058,5.67703,0,normal
0.05304,794,7.01257,0,fiber_tap
0.08653,94,8.77847,1,detector_blind
0.05707,771,6.75815,0,fiber_tap
0.05209,1000,5.98144,0,intercept_resend
0.08503,220,7.50463,1,detector_blind
0.0735,197,7.85843,1,detector_blind
0.0734,267,7.22141,1,detector_blind
0.01766,1027,5.31378,0,normal
0.01139,1006,5.70488,0,normal
0.01902,1016,5.88693,0,normal
0.11,948,5.64919,0,intercept_resend
0.08258,1016,6.40769,0,intercept_resend
0.09942,975,7.13087,0,intercept_resend
0.06747,192,8.15384,1,detector_blind
0.09146,982,5.62007,0,intercept_resend
0.01185,968,5.64916,0,normal
0.02112,970,6.02664,0,normal
0.01822,1008,5.53029,0,normal
0.02135,1030,5.86169,0,normal
0.07754,1004,5.89646,0,intercept_resend
0.07524,173,7.50138,1,detector_blind
0.05225,708,6.24176,0,fiber_tap
0.10704,1004,6.08102,0,intercept_resend
0.02231,1020,5.04206,0,normal
0.1047,971,5.20888,0,intercept_resend
0.07448,966,6.19439,0,intercept_resend
0.07074,166,7.4268,1,detector_blind
0.07771,938,6.26201,0,intercept_resend
0.07731,1029,5.15754,0,intercept_resend
0.01661,1061,6.14431,0,normal
0.01953,939,5.88608,0,normal
0.06085,268,7.9133,1,detector_blind
0.09371,915,6.6082,0,intercept_resend
0.07645,238,8.13395,1,detector_blind
0.06127,863,6.74241,0,fiber_tap
0.07968,1036,5.93707,0,intercept_resend
0.09574,982,6.21233,0,intercept_resend
0.01814,959,5.31535,0,normal
0.11,1022,6.5785,0,intercept_resend
0.05705,233,7.56578,1,detector_blind
0.0902,1051,5.99782,0,intercept_resend
0.01903,930,5.60618,0,normal
0.05788,778,6.05785,0,fiber_tap
0.05855,162,7.39853,1,detector_blind
0.02201,1036,5.15204,0,normal
0.05819,122,8.33777,1,detector_blind
0.0606,913,6.54155,0,fiber_tap
0.01798,1018,5.61445,0,normal
0.04672,730,6.90293,0,fiber_tap
0.02324,959,4.95718,0,normal
0.07428,722,7.15796,0,fiber_tap
0.09544,1016,6.07017,0,intercept_resend
0.09145,1038,5.6578,0,intercept_resend
0.0671,180,8.66638,1,detector_blind
0.02449,961,6.04621,0,normal
0.05835,267,7.52447,1,detector_blind
0.01846,1023,5.11683,0,normal
0.06992,136,8.3194,1,detector_blind
0.02023,995,5.32646,0,normal
0.07391,139,7.7113,0,detector_blind
0.02405,989,5.44112,0,normal
0.09514,1038,5.77867,0,intercept_resend
0.02214,1036,5.40881,0,normal
0.07324,216,8.65215,1,detector_blind
0.04919,891,7.22071,0,fiber_tap
0.02223,1055,5.45547,0,normal
0.09841,966,5.79568,0,intercept_resend
0.10542,1049,5.94989,0,intercept_resend
0.05322,195,8.12521,1,detector_blind
0.07241,190,8.11257,1,detector_blind
0.09987,950,6.15306,0,intercept_resend
0.06985,273,7.22625,1,detector_blind
0.02172,970,5.65787,0,normal
0.02033,989,5.50055,0,normal
0.07302,150,8.3501,0,detector_blind
0.06597,847,6.38458,0,fiber_tap
0.06435,194,7.33919,1,detector_blind
0.06194,97,8.37753,1,detector_blind
0.11,977,6.2809,0,intercept_resend
0.10293,1046,6.54203,0,intercept_resend
0.08106,58,7.74187,1,detector_blind
0.11,969,6.14706,0,intercept_resend
0.09341,976,5.85608,0,intercept_resend
0.01883,968,5.47563,0,normal
0.03022,732,6.65872,0,fiber_tap
0.05884,881,6.26604,0,fiber_tap
0.01317,1082,5.50179,0,normal
0.03547,685,6.80821,0,fiber_tap
0.01985,1033,5.63427,0,normal
0.05448,872,6.64044,0,fiber_tap
0.09199,1031,6.0182,0,intercept_resend
0.08661,194,8.13699,1,detector_blind
0.06851,246,8.14939,1,detector_blind
0.06133,176,7.92793,0,detector_blind
0.02355,1021,5.35007,0,normal
0.07819,1102,5.83431,0,intercept_resend
0.04043,713,7.55308,0,fiber_tap
0.02204,1030,5.40265,0,normal
0.07401,265,8.44422,1,detector_blind
0.02082,1016,5.4708,0,normal
0.09354,964,5.62818,0,intercept_resend
0.0857,1003,5.97313,0,intercept_resend
0.01848,997,5.90191,0,normal
0.04714,802,6.2027,0,fiber_tap
0.08208,222,7.45399,1,detector_blind
0.07949,1028,6.14613,0,intercept_resend
0.09235,973,6.14474,0,intercept_resend
0.0844,959,5.81103,0,intercept_resend
0.0644,138,7.53278,1,detector_blind
0.07182,190,7.72637,1,detector_blind
0.0986,1079,5.85239,0,intercept_resend
0.09,163,7.05146,0,detector_blind
0.06662,716,6.06619,0,fiber_tap
0.08,53,8.17291,1,detector_blind
0.0533,797,6.3982,0,fiber_tap
0.04019,814,6.77434,0,fiber_tap
0.07919,280,6.64076,0,detector_blind
0.11,1050,6.0222,0,intercept_resend
0.02531,1010,5.38837,0,normal
0.06161,673,6.68881,0,fiber_tap
0.05945,165,7.34323,1,detector_blind
0.02963,967,5.38594,0,normal
0.01427,1065,5.24553,0,normal
0.09644,1004,6.20739,0,intercept_resend
0.09243,998,6.36668,0,intercept_resend
0.0551,154,8.13129,0,detector_blind
0.0383,817,7.05596,0,fiber_tap
0.06279,654,6.10525,0,fiber_tap
0.07031,194,8.03876,1,detector_blind
0.07097,995,6.44467,0,intercept_resend
0.05255,714,7.71078,0,fiber_tap
0.05062,808,6.70843,0,fiber_tap
0.08388,998,5.9093,0,intercept_resend
0.07116,173,7.41046,0,detector_blind
0.0533,98,8.36378,1,detector_blind
0.02431,1013,5.46471,0,normal
0.02582,1030,5.17732,0,normal
0.0734,259,7.20631,1,detector_blind
0.08914,1011,6.31877,0,intercept_resend
0.02102,980,5.2956,0,normal
0.09448,975,6.49338,0,intercept_resend
0.06793,115,8.00252,0,detector_blind
0.02784,1039,5.78675,0,normal
0.06071,768,6.62481,0,fiber_tap
0.10268,978,6.20233,0,intercept_resend
0.07955,1048,5.91524,0,intercept_resend
0.03882,809,5.94417,0,fiber_tap
0.07644,146,8.51606,0,detector_blind
0.09683,1074,5.82115,0,intercept_resend
0.07072,135,8.10702,1,detector_blind
0.08113,180,7.10464,1,detector_blind
0.08291,953,5.54601,0,intercept_resend
0.02541,1001,5.89028,0,normal
0.08595,998,5.91497,0,intercept_resend
0.06848,127,8.09757,1,detector_blind
0.01978,995,5.36142,0,normal
0.06693,154,7.90583,1,detector_blind
0.06186,746,5.6862,0,fiber_tap
0.09893,1037,5.40509,0,intercept_resend
0.05803,840,6.1753,0,fiber_tap
0.06533,809,7.28692,0,fiber_tap
0.07886,144,7.35926,1,detector_blind
0.01791,998,5.75204,0,normal
0.05754,128,7.34223,1,detector_blind
0.08012,975,5.63163,0,intercept_resend
0.04216,792,7.17136,0,fiber_tap
0.06485,729,6.56402,0,fiber_tap
0.07811,304,7.16937,1,detector_blind
0.05087,687,6.49519,0,fiber_tap
0.05842,122,6.88753,1,detector_blind
0.04888,729,6.48118,0,fiber_tap
0.01505,995,5.38562,0,normal
0.08697,994,5.84469,0,intercept_resend
0.05431,232,7.61726,1,detector_blind
0.04286,763,7.45701,0,fiber_tap
0.06167,188,6.40961,1,detector_blind
0.04463,744,7.19849,0,fiber_tap
0.01859,1009,5.70275,0,normal
0.05189,234,6.84104,1,detector_blind
0.0764,130,7.84885,1,detector_blind
0.02047,981,5.62212,0,normal
0.11,1037,5.4817,0,intercept_resend
0.05735,832,6.47552,0,fiber_tap
0.08164,133,8.66756,1,detector_blind
0.01057,1014,5.6379,0,normal
0.05865,130,7.06045,1,detector_blind
0.04833,825,6.11776,0,fiber_tap
0.06208,747,6.69628,0,fiber_tap
0.0556,940,6.63215,0,fiber_tap
0.0772,197,8.17436,0,detector_blind
0.08141,239,8.23018,1,detector_blind
0.1011,990,6.98234,0,intercept_resend
0.05229,848,7.47043,0,fiber_tap
0.0909,1025,5.48596,0,intercept_resend
0.04487,749,6.14363,0,fiber_tap
0.05821,1056,5.58469,0,intercept_resend
0.06855,109,8.18733,1,detector_blind
0.06859,959,6.09301,0,intercept_resend
0.0425,844,7.17109,0,fiber_tap
0.04378,742,7.15999,0,fiber_tap
0.07253,176,8.52205,1,detector_blind
0.06006,942,6.77486,0,fiber_tap
0.06078,199,7.56292,1,detector_blind
0.0347,897,6.68863,0,fiber_tap
0.07883,134,7.79361,0,detector_blind
0.11,996,5.17101,0,intercept_resend
0.02807,964,5.95737,0,normal
0.08014,245,6.55086,0,detector_blind
0.02013,993,5.48943,0,normal
0.05882,245,6.89984,1,detector_blind
0.09412,1016,6.59027,0,intercept_resend
0.09,260,7.86753,1,detector_blind
0.07415,202,7.56987,1,detector_blind
0.10948,1017,5.34313,0,intercept_resend
0.07143,949,5.48347,0,intercept_resend
0.07015,241,8.86924,1,detector_blind
0.05529,263,7.7546,1,detector_blind
0.06307,729,6.34333,0,fiber_tap
0.02687,961,5.97612,0,normal
0.02107,1050,4.96279,0,normal
0.06756,901,7.09464,0,fiber_tap
0.06844,982,5.59498,0,intercept_resend
0.07413,122,7.10351,1,detector_blind
0.05538,219,8.06123,1,detector_blind
0.02475,980,5.77595,0,normal
0.01841,1062,4.91323,0,normal
0.08782,160,8.45571,1,detector_blind
0.08557,993,6.41847,0,intercept_resend
0.06417,743,6.83124,0,fiber_tap
0.0208,959,5.6516,0,normal
0.02179,1013,5.5461,0,normal
0.064,789,6.42338,0,fiber_tap
0.06701,1036,5.72724,0,intercept_resend
0.0627,677,7.74777,0,fiber_tap
0.06065,178,7.47212,1,detector_blind
0.0865,254,8.06068,1,detector_blind
0.06715,250,7.6689,1,detector_blind
0.06289,117,8.6319,1,detector_blind
0.04742,715,7.07169,0,fiber_tap
0.01,991,5.87576,0,normal
0.07643,1025,5.47636,0,intercept_resend
0.09264,1022,5.65483,0,intercept_resend
0.06006,267,7.95813,1,detector_blind
0.0783,159,7.86447,1,detector_blind
0.07508,903,6.45654,0,fiber_tap
0.07592,823,6.9158,0,fiber_tap
0.07765,163,7.60758,0,detector_blind
0.02164,982,5.23883,0,normal
0.04845,871,6.88727,0,fiber_tap
0.01766,1011,5.78787,0,normal
0.06423,116,7.76842,1,detector_blind
0.05621,314,7.41973,1,detector_blind
0.02451,987,5.74982,0,normal
0.08033,1012,6.40792,0,intercept_resend
0.06634,20,7.51512,1,detector_blind
0.05237,142,7.5023,1,detector_blind
0.09,250,6.91092,1,detector_blind
0.05892,78,7.79797,1,detector_blind
0.0186,1027,5.66524,0,normal
0.08135,990,6.01545,0,intercept_resend
0.07836,1021,6.67522,0,intercept_resend
0.06585,195,7.25064,1,detector_blind
0.06536,154,7.73679,1,detector_blind
0.01841,982,6.00147,0,normal
0.07601,1002,5.9703,0,intercept_resend
0.06709,100,8.14966,1,detector_blind
0.02346,959,5.44702,0,normal
0.06424,204,8.78963,1,detector_blind
0.06683,781,6.91815,0,fiber_tap
0.02188,997,5.63901,0,normal
0.05402,63,8.237,1,detector_blind
0.05405,208,6.74905,0,detector_blind
0.05195,814,6.75112,0,fiber_tap
0.01844,1035,5.88011,0,normal
0.07865,128,8.0647,1,detector_blind
0.06174,802,7.10756,0,fiber_tap
0.07528,206,7.63557,1,detector_blind
0.02059,1006,5.63952,0,normal
0.03469,699,7.64247,0,fiber_tap
0.04275,212,7.82091,1,detector_blind
0.06584,889,6.5199,0,fiber_tap
0.05221,780,6.94056,0,fiber_tap
0.07059,144,7.95003,1,detector_blind
0.1084,1034,5.27518,0,intercept_resend
0.07786,244,7.13069,0,detector_blind
0.05452,87,7.70519,1,detector_blind
0.02031,993,5.405,0,normal
0.06976,947,6.47579,0,intercept_resend
0.10818,966,6.25794,0,intercept_resend
0.05605,207,7.55084,0,detector_blind
0.08179,250,8.116,0,detector_blind
0.08234,221,7.7478,1,detector_blind
0.09957,973,5.2927,0,intercept_resend
0.0177,989,5.50487,0,normal
0.07213,1065,5.88642,0,intercept_resend
0.05916,764,6.70395,0,fiber_tap
0.08611,1032,6.59927,0,intercept_resend
0.02162,962,5.87536,0,normal
0.02003,1028,5.65438,0,normal
0.0655,189,7.84635,1,detector_blind
0.05614,153,7.91961,1,detector_blind
0.07719,989,5.87121,0,intercept_resend
0.01616,974,5.41721,0,normal
0.02948,1041,5.67254,0,normal
0.06898,1018,5.93131,0,intercept_resend
0.02387,956,5.43737,0,normal
0.11,947,5.9376,0,intercept_resend
0.04756,909,6.85432,0,fiber_tap
0.04519,780,6.9477,0,fiber_tap
0.05937,812,7.01505,0,fiber_tap
0.0234,1011,5.82444,0,normal
0.07268,263,7.14294,1,detector_blind
0.02338,947,5.89133,0,normal
0.06347,817,7.27331,0,fiber_tap
0.04045,794,6.93772,0,fiber_tap
0.0191,1002,5.17258,0,normal
0.10011,1008,6.0006,0,intercept_resend
0.03,819,6.31168,0,fiber_tap
0.02035,977,5.10483,0,normal
0.02309,968,5.4979,0,normal
0.04701,809,6.99357,0,fiber_tap
0.01809,999,5.68838,0,normal
0.02073,970,5.63158,0,normal
0.02023,988,5.02724,0,normal
0.05122,816,6.43369,0,fiber_tap
0.06834,145,7.68064,1,detector_blind
0.04041,819,5.96386,0,fiber_tap
0.04845,895,6.62773,0,fiber_tap
0.04185,786,6.21087,0,fiber_tap
0.08173,212,8.84763,1,detector_blind
0.05883,799,6.04875,0,fiber_tap
0.05204,769,6.89197,0,fiber_tap
0.05426,911,6.94874,0,fiber_tap
0.05221,1027,5.90035,0,fiber_tap
0.0865,971,6.10261,0,intercept_resend
0.02401,1005,5.66798,0,normal
0.01764,1024,5.97829,0,normal
0.06555,258,8.33073,1,detector_blind
0.06974,699,7.11349,0,fiber_tap
0.09348,1014,5.72955,0,intercept_resend
0.07152,834,7.10083,0,fiber_tap
0.02426,966,5.39718,0,normal
0.0858,1008,6.10108,0,intercept_resend
0.08128,129,8.24643,1,detector_blind
0.07842,967,6.56802,0,intercept_resend
0.06138,877,6.47603,0,fiber_tap
0.07561,78,7.64179,0,detector_blind
0.06272,178,8.84383,0,detector_blind
0.02128,976,5.27264,0,normal
0.01783,951,6.13646,0,normal
0.06072,772,6.56077,0,fiber_tap
0.04588,833,6.99405,0,fiber_tap
0.04407,737,6.56384,0,fiber_tap
0.05337,763,7.1498,0,fiber_tap
0.07074,1017,5.59189,0,intercept_resend
0.06003,151,7.18722,0,detector_blind
0.01276,1021,5.89657,0,normal
0.05111,836,6.53037,0,fiber_tap
0.09,193,8.62222,1,detector_blind
0.02642,937,5.96175,0,normal
0.09015,1003,6.40998,0,intercept_resend
0.05718,892,6.3521,0,fiber_tap
0.05211,706,6.64769,0,fiber_tap
0.04776,234,7.42578,0,detector_blind
0.09149,993,5.9316,0,intercept_resend
0.01983,973,5.68341,0,normal
0.10212,972,5.81411,0,intercept_resend
0.08343,1058,5.40551,0,intercept_resend
0.06243,106,7.87029,1,detector_blind
0.07475,1032,6.22762,0,intercept_resend
0.03871,770,7.00014,0,fiber_tap
0.07397,68,7.96116,0,detector_blind
0.07292,240,8.313,0,detector_blind
0.06897,181,7.7015,1,detector_blind
0.02306,952,5.5267,0,normal
0.06224,130,8.49945,1,detector_blind
0.10592,980,6.04246,0,intercept_resend
0.06348,768,6.21775,0,fiber_tap
0.06817,1004,6.44881,0,intercept_resend
0.07889,981,6.01116,0,intercept_resend
0.01406,1014,5.69735,0,normal
0.07766,970,5.88126,0,intercept_resend
0.07069,232,8.41223,1,detector_blind
0.02353,1000,5.23174,0,normal
0.01937,1022,5.72022,0,normal
0.06939,612,7.06237,0,fiber_tap
0.08255,932,5.93103,0,intercept_resend
0.11,999,6.45203,0,intercept_resend
0.09314,993,5.68621,0,intercept_resend
0.01836,999,6.12895,0,normal
0.09121,1032,6.2522,0,intercept_resend
0.04574,891,6.2427,0,fiber_tap
0.02062,1007,5.81271,0,normal
0.01894,994,5.25865,0,normal
0.08173,981,6.27887,0,intercept_resend
0.07644,83,7.27237,1,detector_blind
0.06623,11,7.14885,1,detector_blind
0.06119,966,6.22998,0,intercept_resend
0.06963,989,6.14671,0,intercept_resend
0.06778,1043,6.12984,0,intercept_resend
0.01961,1001,5.32775,0,normal
0.02173,972,5.47833,0,normal
0.06113,886,6.60945,0,fiber_tap
0.06083,820,6.04414,0,fiber_tap
0.05829,824,7.04568,0,fiber_tap
0.08558,974,5.29776,0,intercept_resend
0.11,963,6.5754,0,intercept_resend
0.06243,216,7.36822,1,detector_blind
0.01838,1002,5.11558,0,normal
0.06501,1008,5.80806,0,intercept_resend
0.06931,701,6.26899,0,fiber_tap
0.05363,817,7.23988,0,fiber_tap
0.01808,998,6.00899,0,normal
0.05226,831,6.22447,0,fiber_tap
0.08774,1021,6.20142,0,intercept_resend
0.07763,934,5.14076,0,intercept_resend
0.11,942,5.8313,0,intercept_resend
0.07003,311,7.68287,1,detector_blind
0.01301,1039,5.10125,0,normal
0.07658,129,7.29875,1,detector_blind
0.05238,773,6.55409,0,fiber_tap
0.09465,1030,5.85706,0,intercept_resend
0.06843,236,8.21213,1,detector_blind
0.06951,228,7.62595,1,detector_blind
0.08392,217,7.47443,1,detector_blind
0.07767,1011,5.65364,0,intercept_resend
0.0262,972,5.32592,0,normal
0.09434,1019,5.73772,0,intercept_resend
0.07626,998,5.67285,0,intercept_resend
0.05553,725,6.54045,0,fiber_tap
0.02391,1005,5.58516,0,normal
0.07464,117,8.63718,1,detector_blind
0.02118,982,5.44237,0,normal
0.02122,1038,5.77287,0,normal
0.01904,948,5.71222,0,normal
0.02252,1023,5.83363,0,normal
0.03415,866,7.09434,0,fiber_tap
0.01468,963,5.43587,0,normal
0.10124,988,5.42037,0,intercept_resend
0.07858,151,7.69229,0,detector_blind
0.07727,177,7.92957,1,detector_blind
0.08097,279,6.99667,1,detector_blind
0.06132,748,6.9158,0,fiber_tap
0.05044,835,6.94426,0,fiber_tap
0.07902,171,7.51437,1,detector_blind
0.07461,946,5.45754,0,intercept_resend
0.06935,208,8.12998,1,detector_blind
0.01836,1054,5.51057,0,normal
0.07938,201,7.63769,0,detector_blind
0.02023,1000,5.79057,0,normal
0.04616,924,6.33487,0,fiber_tap
0.07589,176,7.946,1,detector_blind
0.0171,1035,5.26585,0,normal
0.06918,248,8.30435,1,detector_blind
